Page 1: P72572A (bbox: (36.20020294189453, 770.0149536132812, 110.38021087646484, 794.054931640625), font: MyriadPro-Regular, size: 20.0)
Page 27: detects the sound. (bbox: (87.72819519042969, 171.9809112548828, 183.45101928710938, 186.40496826171875), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (42.524200439453125, 195.95692443847656, 45.068199157714844, 210.38092041015625), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (73.52020263671875, 195.95692443847656, 76.06420135498047, 210.38092041015625), font: MyriadPro-Regular, size: 12.0)
Page 27: E (bbox: (76.06420135498047, 195.51292419433594, 85.78419494628906, 210.38092041015625), font: MyriadPro-Bold, size: 12.0)
Page 27: is moving in the direction shown by the arrow, but (bbox: (85.78419494628906, 195.95692443847656, 344.1444091796875, 210.38092041015625), font: MyriadPro-Regular, size: 12.0)
Page 27: D (bbox: (344.39642333984375, 195.51292419433594, 352.7484130859375, 210.38092041015625), font: MyriadPro-Bold, size: 12.0)
Page 27: is not moving. (bbox: (352.7484130859375, 195.95692443847656, 426.6793212890625, 210.38092041015625), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (42.524200439453125, 219.9329376220703, 45.068199157714844, 234.35693359375), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (73.52020263671875, 219.9329376220703, 76.06420135498047, 234.35693359375), font: MyriadPro-Regular, size: 12.0)
Page 27: E (bbox: (76.06420135498047, 219.4889373779297, 85.78419494628906, 234.35693359375), font: MyriadPro-Bold, size: 12.0)
Page 27: emits a sound of wavelength 1.86 m. (bbox: (85.78419494628906, 219.9329376220703, 271.30419921875, 234.35693359375), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (42.524200439453125, 243.90895080566406, 45.068199157714844, 258.33294677734375), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (73.52020263671875, 243.90895080566406, 76.06420135498047, 258.33294677734375), font: MyriadPro-Regular, size: 12.0)
Page 27: D (bbox: (76.06420135498047, 243.46495056152344, 87.72819519042969, 258.33294677734375), font: MyriadPro-Bold, size: 12.0)
Page 27: measures the wavelength of this sound as 1.98 m. (bbox: (87.72819519042969, 243.90895080566406, 338.6121826171875, 258.33294677734375), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (42.524200439453125, 267.8848876953125, 45.068199157714844, 282.30889892578125), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (60.94419860839844, 267.8848876953125, 63.488197326660156, 282.30889892578125), font: MyriadPro-Regular, size: 12.0)
Page 27: (i)	 Calculate the difference between the wavelength that (bbox: (80.90019989013672, 267.8848876953125, 370.23114013671875, 282.3089599609375), font: MyriadPro-Regular, size: 12.0)
Page 27: E (bbox: (370.483154296875, 267.4409484863281, 376.8911437988281, 282.3089599609375), font: MyriadPro-Bold, size: 12.0)
Page 27: emits and the (bbox: (376.89111328125, 267.88494873046875, 451.23126220703125, 282.3089599609375), font: MyriadPro-Regular, size: 12.0)
Page 27: wavelength that (bbox: (97.79618835449219, 281.88897705078125, 182.45619201660156, 296.31298828125), font: MyriadPro-Regular, size: 12.0)
Page 27: D (bbox: (182.70819091796875, 281.4449768066406, 191.06019592285156, 296.31298828125), font: MyriadPro-Bold, size: 12.0)
Page 27: detects. (bbox: (191.06019592285156, 281.88897705078125, 233.15621948242188, 296.31298828125), font: MyriadPro-Regular, size: 12.0)
Page 27: (1) (bbox: (495.80023193359375, 295.4490051269531, 510.23626708984375, 310.3170166015625), font: MyriadPro-Bold, size: 12.0)
Page 27: difference in wavelength = (bbox: (288.72821044921875, 380.5889892578125, 425.4923095703125, 395.01300048828125), font: MyriadPro-Regular, size: 12.0)
Page 27: .............................................................. (bbox: (425.75048828125, 386.31170654296875, 539.354248046875, 393.5237121582031), font: MyriadPro-Regular, size: 6.0)
Page 27:  (bbox: (42.52510070800781, 404.5757141113281, 45.06909942626953, 418.9997253417969), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (60.945098876953125, 404.5757141113281, 63.489097595214844, 418.9997253417969), font: MyriadPro-Regular, size: 12.0)
Page 27: (ii)	 The velocity of sound is 330 m / s. (bbox: (78.09310150146484, 404.5757141113281, 262.56915283203125, 418.9997253417969), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (42.52510070800781, 428.55169677734375, 45.06909942626953, 442.9757080078125), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (60.945098876953125, 428.55169677734375, 63.489097595214844, 442.9757080078125), font: MyriadPro-Regular, size: 12.0)
Page 27: Calculate the velocity of (bbox: (90.51310729980469, 428.55169677734375, 220.4250946044922, 442.9757080078125), font: MyriadPro-Regular, size: 12.0)
Page 27: E (bbox: (220.67709350585938, 428.1076965332031, 227.08509826660156, 442.9757080078125), font: MyriadPro-Bold, size: 12.0)
Page 27: . (bbox: (227.08509826660156, 428.55169677734375, 229.569091796875, 442.9757080078125), font: MyriadPro-Regular, size: 12.0)
Page 27: (2) (bbox: (495.80108642578125, 442.1116943359375, 510.23712158203125, 456.9797058105469), font: MyriadPro-Bold, size: 12.0)
Page 27:  (bbox: (42.52510070800781, 466.5317077636719, 45.06909942626953, 480.9557189941406), font: MyriadPro-Regular, size: 12.0)
Page 27:  (bbox: (60.945098876953125, 466.5317077636719, 63.489097595214844, 480.9557189941406), font: MyriadPro-Regular, size: 12.0)
Page 27: Use the equation (bbox: (90.51310729980469, 466.5317077636719, 183.63308715820312, 480.9557189941406), font: MyriadPro-Regular, size: 12.0)
Page 27: velocity of (bbox: (146.72108459472656, 499.44769287109375, 200.90109252929688, 513.8717041015625), font: MyriadPro-Regular, size: 12.0)
Page 27: E (bbox: (200.90109252929688, 499.0036926269531, 207.30909729003906, 513.8717041015625), font: MyriadPro-Bold, size: 12.0)
Page 27: = (bbox: (207.30909729003906, 499.44769287109375, 219.5491180419922, 513.8717041015625), font: MyriadPro-Regular, size: 12.0)
Page 27: velocity of sound (bbox: (222.32479858398438, 490.1600036621094, 308.7837219238281, 504.7110595703125), font: MyriadPro-Regular, size: 12.10569953918457)
Page 27: difference in wavelength (bbox: (320.1146240234375, 490.1600036621094, 446.1955261230469, 504.7110595703125), font: MyriadPro-Regular, size: 12.10569953918457)
Page 27: wavelength  emi (bbox: (284.0828857421875, 507.6250915527344, 375.2508850097656, 522.1761474609375), font: MyriadPro-Regular, size: 12.10569953918457)
Page 27: × (bbox: (310.847900390625, 489.5184020996094, 317.4939270019531, 504.347900390625), font: SymbolMT, size: 12.10569953918457)
Page 27: E (bbox: (346.69219970703125, 507.17718505859375, 353.1566467285156, 522.1761474609375), font: MyriadPro-Bold, size: 12.10569953918457)
Page 27: ts (bbox: (375.25421142578125, 507.6250915527344, 384.0187072753906, 522.1761474609375), font: MyriadPro-Regular, size: 12.10569953918457)
Page 27: velocity of (bbox: (340.03857421875, 655.0062255859375, 394.470703125, 669.4302368164062), font: MyriadPro-Regular, size: 12.0)
Page 27: E (bbox: (394.72271728515625, 654.562255859375, 401.1307067871094, 669.4302368164062), font: MyriadPro-Bold, size: 12.0)
Page 27: = (bbox: (401.13067626953125, 655.0062255859375, 413.62274169921875, 669.4302368164062), font: MyriadPro-Regular, size: 12.0)
Page 27: .............................................................. (bbox: (413.8826904296875, 660.71826171875, 527.4866333007812, 667.9302368164062), font: MyriadPro-Regular, size: 6.0)
Page 28:  (bbox: (42.51909637451172, 59.9379997253418, 45.06309509277344, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 28: (b)	 The wavelength of light emitted from distant galaxies is different when the light is (bbox: (59.90709686279297, 59.9379997253418, 492.80633544921875, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 28: detected on Earth. (bbox: (79.37110137939453, 73.94203186035156, 172.131103515625, 88.36602783203125), font: MyriadPro-Regular, size: 12.0)
Page 28:  (bbox: (42.51909637451172, 97.91804504394531, 45.06309509277344, 112.342041015625), font: MyriadPro-Regular, size: 12.0)
Page 28: Explain how this difference in wavelength shows that the Universe is expanding. (bbox: (73.51509094238281, 97.91798400878906, 480.97418212890625, 112.342041015625), font: MyriadPro-Regular, size: 12.0)
Page 28: (2) (bbox: (495.80706787109375, 111.47801208496094, 510.24310302734375, 126.34600830078125), font: MyriadPro-Bold, size: 12.0)
Page 28:  (bbox: (42.51909637451172, 252.78211975097656, 45.06309509277344, 267.20611572265625), font: MyriadPro-Regular, size: 12.0)
Page 28: (c)	 CMB radiation provides evidence that the Universe had a definite beginning. (bbox: (61.323097229003906, 252.78211975097656, 462.143798828125, 267.20611572265625), font: MyriadPro-Regular, size: 12.0)
Page 28:  (bbox: (42.51909637451172, 276.75811767578125, 45.06309509277344, 291.18212890625), font: MyriadPro-Regular, size: 12.0)
Page 28: Use the table in Figure 20 to give a typical value for the wavelength of (bbox: (73.51509094238281, 276.75811767578125, 432.12335205078125, 291.18212890625), font: MyriadPro-Regular, size: 12.0)
Page 28: CMB radiation. (bbox: (79.37108612060547, 290.76214599609375, 152.75228881835938, 305.1861572265625), font: MyriadPro-Regular, size: 12.0)
Page 28: type of radiation (bbox: (189.27349853515625, 327.9143981933594, 278.9974670410156, 342.78240966796875), font: MyriadPro-Bold, size: 12.0)
Page 28: typical wavelength (bbox: (308.72149658203125, 327.9143981933594, 410.5402526855469, 342.78240966796875), font: MyriadPro-Bold, size: 12.0)
Page 28: gamma rays (bbox: (178.1374969482422, 356.702392578125, 239.1094970703125, 371.12640380859375), font: MyriadPro-Regular, size: 12.0)
Page 28: 1.0 × 10 (bbox: (302.13348388671875, 356.7024230957031, 353.985595703125, 371.1264343261719), font: MyriadPro-Regular, size: 12.0)
Page 28: –12 (bbox: (353.9927978515625, 356.0687255859375, 364.6687316894531, 364.4779052734375), font: MyriadPro-Regular, size: 6.995999813079834)
Page 28: m (bbox: (364.66851806640625, 356.7049255371094, 376.1763916015625, 371.1289367675781), font: MyriadPro-Regular, size: 12.0)
Page 28: X-rays (bbox: (178.14041137695312, 385.0489196777344, 208.30848693847656, 399.4729309082031), font: MyriadPro-Regular, size: 12.0)
Page 28: 3.0 × 10 (bbox: (302.136474609375, 385.0489196777344, 353.98858642578125, 399.4729309082031), font: MyriadPro-Regular, size: 12.0)
Page 28: –11 (bbox: (353.9927978515625, 384.41522216796875, 364.6687316894531, 392.82440185546875), font: MyriadPro-Regular, size: 6.995999813079834)
Page 28: m (bbox: (364.66851806640625, 385.0513000488281, 376.1763916015625, 399.4753112792969), font: MyriadPro-Regular, size: 12.0)
Page 28: ultraviolet (bbox: (178.14041137695312, 413.3952941894531, 229.09249877929688, 427.8193054199219), font: MyriadPro-Regular, size: 12.0)
Page 28: 200 nm (bbox: (302.136474609375, 413.39532470703125, 350.77252197265625, 427.8193359375), font: MyriadPro-Regular, size: 12.0)
Page 28: visible (bbox: (178.14051818847656, 441.73931884765625, 209.9525146484375, 456.163330078125), font: MyriadPro-Regular, size: 12.0)
Page 28: 600 nm (bbox: (302.136474609375, 441.73931884765625, 350.77252197265625, 456.163330078125), font: MyriadPro-Regular, size: 12.0)
Page 28: infrared (bbox: (178.14051818847656, 470.08331298828125, 217.34449768066406, 484.50732421875), font: MyriadPro-Regular, size: 12.0)
Page 28: 4.0 (bbox: (302.136474609375, 470.08331298828125, 331.47650146484375, 484.50732421875), font: MyriadPro-Regular, size: 12.0)
Page 28: μ (bbox: (330.4324951171875, 469.0273132324219, 336.864501953125, 485.1913146972656), font: TimesNewRomanPSMT, size: 12.0)
Page 28: m (bbox: (336.864501953125, 470.08331298828125, 346.87249755859375, 484.50732421875), font: MyriadPro-Regular, size: 12.0)
Page 28: microwaves (bbox: (178.14051818847656, 498.42730712890625, 237.52850341796875, 512.851318359375), font: MyriadPro-Regular, size: 12.0)
Page 28: 1.0 mm (bbox: (302.136474609375, 498.42730712890625, 350.448486328125, 512.851318359375), font: MyriadPro-Regular, size: 12.0)
Page 28: radio waves (bbox: (178.14051818847656, 526.7713012695312, 237.63650512695312, 541.1953125), font: MyriadPro-Regular, size: 12.0)
Page 28: 50 m (bbox: (302.136474609375, 526.7713012695312, 337.95648193359375, 541.1953125), font: MyriadPro-Regular, size: 12.0)
Page 28: Figure 20 (bbox: (272.676513671875, 563.7073364257812, 322.6084899902344, 578.5753173828125), font: MyriadPro-Bold, size: 12.0)
Page 28: (2) (bbox: (495.80450439453125, 581.9593505859375, 510.24053955078125, 596.8273315429688), font: MyriadPro-Bold, size: 12.0)
Page 28: wavelength = (bbox: (253.2364959716797, 610.5792846679688, 324.70855712890625, 625.0032958984375), font: MyriadPro-Regular, size: 12.0)
Page 28:  (bbox: (42.51909637451172, 638.7678833007812, 45.06309509277344, 653.19189453125), font: MyriadPro-Regular, size: 12.0)
Page 28: (d)	 During the evolution of a star, the nebula collapses and becomes a main (bbox: (59.93109893798828, 638.7678833007812, 443.5953369140625, 653.19189453125), font: MyriadPro-Regular, size: 12.0)
Page 28: sequence star. (bbox: (79.37110137939453, 652.7719116210938, 150.56707763671875, 667.1959228515625), font: MyriadPro-Regular, size: 12.0)
Page 28:  (bbox: (42.51909637451172, 676.7479248046875, 45.06309509277344, 691.1719360351562), font: MyriadPro-Regular, size: 12.0)
Page 28:  (bbox: (60.93909454345703, 676.7479248046875, 63.48309326171875, 691.1719360351562), font: MyriadPro-Regular, size: 12.0)
Page 28: (i)	 State what causes the nebula to collapse. (bbox: (80.89510345458984, 676.7479248046875, 303.68719482421875, 691.1719360351562), font: MyriadPro-Regular, size: 12.0)
Page 28: (1) (bbox: (495.79510498046875, 690.3079223632812, 510.23114013671875, 705.1759033203125), font: MyriadPro-Bold, size: 12.0)
Page 29:  (bbox: (42.51909637451172, 59.9379997253418, 45.06309509277344, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 29:  (bbox: (60.94389343261719, 59.9379997253418, 63.487892150878906, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 29: (ii)	 Explain why the nebula stops collapsing as it becomes a main sequence star. (bbox: (78.08709716796875, 59.9379997253418, 480.2554931640625, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 29: (3) (bbox: (495.79510498046875, 73.49803161621094, 510.23114013671875, 88.36602783203125), font: MyriadPro-Bold, size: 12.0)
Page 29: (Total for Question 10 = 11 marks) (bbox: (328.8798828125, 294.6845397949219, 510.22283935546875, 309.55255126953125), font: MyriadPro-Bold, size: 12.0)
Page 29: TOTAL FOR PAPER = 100 MARKS (bbox: (335.743896484375, 328.6445617675781, 510.1087341308594, 343.5125732421875), font: MyriadPro-Bold, size: 12.0)
Page 30: Equations (bbox: (42.51909637451172, 59.49399948120117, 98.53510284423828, 74.36199951171875), font: MyriadPro-Bold, size: 12.0)
Page 30: (final velocity) (bbox: (47.01909637451172, 94.90840148925781, 116.92989349365234, 109.3323974609375), font: MyriadPro-Regular, size: 12.0)
Page 30: 2 (bbox: (116.92990112304688, 94.2722396850586, 120.51885223388672, 102.68143463134766), font: MyriadPro-Regular, size: 6.995999813079834)
Page 30: – (initial velocity) (bbox: (120.51870727539062, 94.90840148925781, 207.63754272460938, 109.3323974609375), font: MyriadPro-Regular, size: 12.0)
Page 30: 2 (bbox: (207.63699340820312, 94.2722396850586, 211.22593688964844, 102.68143463134766), font: MyriadPro-Regular, size: 6.995999813079834)
Page 30: = 2 (bbox: (211.22579956054688, 94.90840148925781, 232.1658172607422, 109.3323974609375), font: MyriadPro-Regular, size: 12.0)
Page 30: × (bbox: (232.1658172607422, 95.556396484375, 241.50181579589844, 109.35639953613281), font: Euclid, size: 12.0)
Page 30: acceleration (bbox: (241.50181579589844, 94.90840148925781, 307.7178955078125, 109.3323974609375), font: MyriadPro-Regular, size: 12.0)
Page 30: × (bbox: (307.7178955078125, 95.556396484375, 317.05389404296875, 109.35639953613281), font: Euclid, size: 12.0)
Page 30: distance (bbox: (317.05389404296875, 94.90840148925781, 361.7299499511719, 109.3323974609375), font: MyriadPro-Regular, size: 12.0)
Page 30:  (bbox: (361.72991943359375, 94.89640045166016, 363.9139099121094, 109.3323974609375), font: MyriadPro-It, size: 12.0)
Page 30: v (bbox: (47.017791748046875, 120.90042877197266, 52.47779083251953, 135.33642578125), font: MyriadPro-It, size: 12.0)
Page 30: 2 (bbox: (52.47899627685547, 120.2722396850586, 56.06794357299805, 128.68142700195312), font: MyriadPro-Regular, size: 6.995999813079834)
Page 30: – (bbox: (56.06780242919922, 120.90840148925781, 67.15579986572266, 135.3323974609375), font: MyriadPro-Regular, size: 12.0)
Page 30: u (bbox: (67.15579986572266, 120.89640045166016, 73.46780395507812, 135.3323974609375), font: MyriadPro-It, size: 12.0)
Page 30: 2 (bbox: (73.46739959716797, 120.2722396850586, 77.05635070800781, 128.68142700195312), font: MyriadPro-Regular, size: 6.995999813079834)
